transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,currency,total_amount
TXN_000035,2024-03-05 18:29:00,S036,P219,8,54.11,38.18,GBP,404.7
TXN_000036,2024-03-30 06:15:00,S022,P964,8,330.8,47.78,GBP,2608.62
TXN_000037,2024-03-16 16:05:00,S020,P737,7,1238.5,31.55,EUR,8647.95
TXN_000038,2024-03-18 04:11:00,S016,P841,8,1275.1,4.42,GBP,10206.38
TXN_000039,2024-03-20 02:48:00,S095,P306,8,1458.57,46.79,GBP,11631.769999999999
TXN_000040,2024-03-22 02:42:00,S060,P510,2,1368.96,48.97,USD,2698.9500000000003
TXN_000041,2024-03-14 01:40:00,S035,P913,9,63.53,48.08,EUR,533.6899999999999
TXN_000042,2024-03-08 08:58:00,S069,P234,3,228.13,9.98,GBP,684.41
TXN_000043,2024-03-28 03:54:00,S100,P052,9,342.14,28.92,EUR,3060.3399999999997
TXN_000044,2024-03-19 05:59:00,S020,P665,8,71.9,10.77,EUR,574.4300000000001
TXN_000045,2024-03-05 08:36:00,S094,P883,5,1217.79,47.0,USD,6051.95
TXN_000046,2024-03-02 07:20:00,S033,P910,7,1466.98,15.95,EUR,10262.91
TXN_000047,2024-03-11 15:08:00,S027,P516,2,1302.81,9.79,GBP,2605.83
TXN_000048,2024-03-08 19:53:00,S020,P263,3,1159.97,20.88,EUR,3469.0299999999997
TXN_000049,2024-03-28 22:28:00,S052,P363,4,257.42,42.73,USD,996.95
TXN_000050,2024-03-27 04:46:00,S051,P763,7,665.31,37.06,GBP,4630.11
TXN_000051,2024-03-26 22:02:00,,P024,4,729.76,12.65,USD,2906.39
TXN_000052,2024-03-27 16:06:00,,P463,9,822.78,7.03,GBP,7397.99
TXN_000053,2024-03-23 10:46:00,,P719,7,727.84,30.27,EUR,5064.61
TXN_000054,2024-03-15 02:02:00,,P744,8,740.84,35.89,EUR,5890.83
TXN_000055,2024-03-16 18:44:00,,P379,8,709.79,45.32,USD,5633.0
TXN_000056,2024-03-20 01:47:00,,P624,1,1067.18,29.33,GBP,1037.8500000000001
TXN_000057,2024-03-06 23:43:00,,P148,6,1202.31,4.87,USD,7208.99
TXN_000058,2024-03-22 16:01:00,,P731,2,525.05,3.95,USD,1046.1499999999999
TXN_000059,2024-03-26 10:43:00,,P314,5,161.31,8.73,EUR,797.8199999999999
TXN_000060,2024-03-17 06:58:00,,P871,1,167.78,28.38,USD,139.4
TXN_000061,2024-03-05 15:51:00,,P782,5,1388.97,43.75,GBP,6901.1
TXN_000062,2024-03-04 22:27:00,,P225,8,330.62,5.25,USD,2639.71
TXN_000063,2024-03-21 06:54:00,,P326,7,592.81,39.13,EUR,4110.54
TXN_000064,2024-03-06 20:55:00,,P536,4,1033.78,19.58,USD,4115.54
TXN_000065,2024-03-09 20:40:00,,P801,7,1098.56,3.63,EUR,7686.29
TXN_000066,2024-03-28 10:33:00,,P454,2,124.45,19.91,USD,228.99
TXN_000067,2024-03-05 12:23:00,,P456,6,960.57,36.5,GBP,5726.92
TXN_000068,2024-03-16 13:40:00,,P237,4,1455.63,44.26,EUR,5778.26
TXN_000069,2024-03-13 02:20:00,,P310,5,1080.43,29.19,USD,5372.960000000001
TXN_000070,2024-03-20 10:19:00,,P493,3,1087.36,27.34,USD,3234.74
TXN_000071,2024-03-11 08:30:00,,P882,8,809.81,32.12,USD,6446.36
TXN_000072,2024-03-02 17:40:00,,P892,4,117.2,25.66,EUR,443.14
TXN_000073,2024-03-14 08:57:00,,P133,8,390.47,34.18,USD,3089.5800000000004
TXN_000074,2024-03-28 20:42:00,,P672,7,1041.76,16.87,GBP,7275.45
TXN_000075,2024-03-26 12:32:00,,P414,7,221.1,3.62,EUR,1544.0800000000002
TXN_000076,2024-03-05 04:54:00,,P418,2,321.06,25.32,USD,616.8
TXN_000077,2024-03-03 08:30:00,,P283,9,305.25,26.24,USD,2721.01
TXN_000078,2024-03-06 22:11:00,,P142,2,830.68,44.65,GBP,1616.7099999999998
TXN_000079,2024-03-24 20:08:00,,P752,6,65.65,47.12,EUR,346.78000000000003
TXN_000080,2024-03-04 06:15:00,,P654,9,922.98,27.12,USD,8279.699999999999
TXN_000081,2024-03-14 20:36:00,,P036,2,1125.19,48.11,GBP,2202.27
TXN_000082,2024-03-25 12:40:00,,P718,4,911.3,11.11,GBP,3634.0899999999997
TXN_000083,2024-03-02 00:30:00,,P636,1,759.93,16.71,EUR,743.2199999999999
TXN_000084,2024-03-24 13:12:00,,P573,8,248.64,12.85,USD,1976.27
TXN_000085,2024-03-05 18:52:00,,P272,5,1109.26,49.41,GBP,5496.89
TXN_000086,2024-03-07 15:27:00,,P469,1,90.67,10.73,EUR,79.94
TXN_000087,2024-03-09 05:20:00,,P108,7,994.28,37.64,EUR,6922.32
TXN_000088,2024-03-17 23:58:00,,P190,4,1238.45,33.23,EUR,4920.570000000001
TXN_000089,2024-03-16 17:33:00,,P421,8,1340.97,8.0,GBP,10719.76
TXN_000090,2024-03-22 12:53:00,,P323,9,157.81,32.65,EUR,1387.6399999999999
TXN_000091,2024-03-10 17:10:00,,P341,1,1091.42,0.81,GBP,1090.6100000000001
TXN_000092,2024-03-24 23:56:00,,P905,4,1235.95,39.37,GBP,4904.43
TXN_000093,2024-03-07 17:30:00,,P871,7,845.45,7.07,GBP,5911.080000000001
TXN_000094,2024-03-06 09:24:00,,P940,3,143.02,37.6,USD,391.46000000000004
TXN_000095,2024-03-12 00:09:00,,P190,7,257.29,41.93,EUR,1759.1000000000001
TXN_000096,2024-03-08 19:42:00,,P424,2,361.31,2.51,GBP,720.11
TXN_000097,2024-03-26 22:30:00,,P976,1,1380.49,34.29,EUR,1346.2
TXN_000098,2024-03-18 20:03:00,,P977,8,148.95,29.98,EUR,1161.62
TXN_000099,2024-03-21 17:29:00,,P132,7,1495.48,39.49,GBP,10428.87
TXN_000100,2024-03-10 05:30:00,,P940,8,419.9,4.78,USD,3354.4199999999996
TXN_000101,2024-03-27 10:54:00,S033,P050,-1,518.22,3.9,GBP,2068.98
TXN_000102,2024-03-14 13:08:00,S048,P462,-1,265.96,17.96,GBP,1577.7999999999997
TXN_000103,2024-03-26 04:48:00,S051,P059,-1,1158.89,13.69,GBP,6939.650000000001
TXN_000104,2024-03-11 02:18:00,S084,P001,-1,1190.73,12.69,USD,4750.2300000000005
TXN_000105,2024-03-05 21:45:00,S021,P476,-1,981.27,38.01,USD,2905.7999999999997
TXN_000106,2024-03-24 14:17:00,S078,P559,-1,183.47,0.78,USD,1466.98
TXN_000107,2024-03-16 02:52:00,S029,P910,-1,328.1,20.0,USD,2604.8
TXN_000108,2024-03-16 17:03:00,S042,P953,-1,1314.75,14.88,GBP,11817.87
TXN_000109,2024-03-04 03:32:00,S043,P125,-1,680.55,26.02,EUR,1335.08
TXN_000110,2024-03-07 18:50:00,S053,P248,-1,84.75,12.82,EUR,71.93
TXN_000111,2024-03-12 15:02:00,S076,P235,-1,635.27,20.12,USD,5062.04
TXN_000112,2024-03-04 11:02:00,S062,P025,-1,1476.0,16.15,EUR,7363.85
TXN_000113,2024-03-02 19:34:00,S069,P355,-1,582.52,44.17,GBP,5198.51
TXN_000114,2024-03-24 10:51:00,S089,P698,-1,1190.76,7.03,GBP,1183.73
TXN_000115,2024-03-07 20:51:00,S082,P494,-1,216.42,34.84,GBP,181.57999999999998
TXN_000116,2024-03-07 06:29:00,S005,P666,-1,877.97,22.13,USD,2611.7799999999997
TXN_000117,2024-03-14 15:04:00,S093,P467,-1,202.6,14.53,EUR,795.87
TXN_000118,2024-03-18 15:03:00,S045,P746,-1,752.34,17.74,EUR,734.6
TXN_000119,2024-03-03 02:23:00,S014,P769,-1,1376.02,28.75,GBP,1347.27
TXN_000120,2024-03-10 11:36:00,S060,P521,-1,1304.69,24.17,GBP,10413.35
TXN_000121,2024-03-19 22:56:00,S091,P808,-1,633.3,23.72,USD,5042.679999999999
TXN_000122,2024-03-23 21:44:00,S047,P437,-1,1076.69,37.29,GBP,6422.85
TXN_000123,2024-03-21 17:50:00,S064,P885,-1,1109.55,45.22,EUR,7721.629999999999
TXN_000124,2024-03-26 08:52:00,S028,P679,-1,1392.79,15.04,GBP,12520.07
TXN_000125,2024-03-03 04:24:00,S071,P124,-1,957.45,42.99,EUR,7616.610000000001
TXN_000126,2024-03-05 19:15:00,S051,P173,-1,1457.09,29.84,GBP,10169.789999999999
TXN_000127,2024-03-23 06:39:00,S043,P356,-1,1294.5,48.15,USD,9013.35
TXN_000128,2024-03-02 08:59:00,S063,P913,-1,101.49,25.54,GBP,684.89
TXN_000129,2024-03-09 16:49:00,S073,P566,-1,558.78,6.02,USD,1670.32
TXN_000130,2024-03-02 00:47:00,S031,P724,-1,1218.98,47.1,USD,7266.78
TXN_000131,2024-03-18 12:01:00,S096,P188,-1,1351.23,35.67,GBP,8071.71
TXN_000132,2024-03-19 16:45:00,S025,P276,-1,144.63,47.33,USD,241.93
TXN_000133,2024-03-03 17:03:00,S089,P546,-1,1447.07,23.16,EUR,4318.05
TXN_000134,2024-03-23 14:31:00,S077,P060,-1,1421.52,37.04,EUR,2806.0
TXN_000135,2024-03-11 19:34:00,S018,P047,-1,71.1,8.45,GBP,489.24999999999994
TXN_000136,2024-03-10 05:27:00,S062,P437,-1,1121.32,36.58,EUR,2206.06
TXN_000137,2024-03-12 02:41:00,S088,P455,-1,905.81,2.69,EUR,8149.599999999999
TXN_000138,2024-03-03 08:27:00,S036,P492,-1,1298.24,41.67,USD,2554.81
TXN_000139,2024-03-14 00:16:00,S069,P065,-1,1004.62,27.98,USD,976.64
TXN_000140,2024-03-29 17:00:00,S010,P951,-1,1263.53,14.94,USD,11356.83
TXN_000141,2024-03-04 18:07:00,S068,P536,-1,136.72,18.43,USD,1212.05
TXN_000142,2024-03-07 07:38:00,S097,P280,-1,920.95,17.79,USD,4586.96
TXN_000143,2024-03-29 03:03:00,S079,P658,-1,1358.23,29.22,GBP,6761.929999999999
TXN_000144,2024-03-03 02:10:00,S072,P300,-1,587.17,8.82,GBP,1752.6899999999998
TXN_000145,2024-03-23 08:20:00,S053,P925,-1,552.06,20.69,EUR,531.3699999999999
TXN_000146,2024-03-08 03:37:00,S070,P976,-1,933.61,23.62,USD,4644.43
TXN_000147,2024-03-09 22:52:00,S025,P392,-1,710.39,6.56,GBP,4255.78
TXN_000148,2024-03-03 21:03:00,S057,P581,-1,134.58,14.74,USD,1061.9
TXN_000149,2024-03-05 23:50:00,S045,P887,-1,1048.9,38.21,USD,1010.69
TXN_000150,2024-03-12 02:34:00,S055,P581,-1,153.72,30.32,GBP,1353.16
TXN_000151,2024-03-21 12:41:00,S010,P286,3,1040.08,18.5,GBP,3101.74
TXN_000152,2024-03-14 08:20:00,S068,P495,2,1144.24,18.86,USD,2269.62
TXN_000153,2024-03-25 08:42:00,S050,P715,9,208.46,38.93,USD,1837.21
TXN_000154,2024-03-23 16:05:00,S004,P066,1,1109.34,46.32,EUR,1063.02
TXN_000155,2024-03-07 02:43:00,S057,P166,1,1268.4,10.83,USD,1257.5700000000002
TXN_000156,2024-03-20 15:24:00,S099,P834,7,666.61,43.58,GBP,4622.6900000000005
TXN_000157,2024-03-22 20:26:00,S031,P669,3,1417.71,35.19,GBP,4217.9400000000005
TXN_000158,2024-03-20 08:56:00,S077,P013,8,431.26,44.36,USD,3405.72
TXN_000159,2024-03-12 15:04:00,S038,P311,7,256.58,12.35,EUR,1783.71
TXN_000160,2024-03-16 14:10:00,S016,P996,6,1472.81,14.42,EUR,8822.44
TXN_000161,2024-03-16 18:00:00,S068,P057,8,380.55,23.17,GBP,3021.23
TXN_000162,2024-03-10 00:29:00,S099,P528,4,591.77,1.26,EUR,2365.8199999999997
TXN_000163,2024-03-27 08:58:00,S097,P450,6,568.66,26.7,USD,3385.26
TXN_000164,2024-03-30 13:18:00,S051,P231,8,199.73,42.16,GBP,1555.6799999999998
TXN_000165,2024-03-24 04:27:00,S022,P699,4,825.24,18.27,USD,3282.69
TXN_000166,2024-03-13 07:20:00,S089,P121,9,87.73,33.3,EUR,756.2700000000001
TXN_000167,2024-03-15 22:40:00,S074,P623,1,636.73,1.6,EUR,635.13
TXN_000168,2024-03-10 22:45:00,S063,P975,6,735.98,49.86,GBP,4366.02
TXN_000169,2024-03-25 21:09:00,S024,P113,2,1427.9,47.88,GBP,2807.92
TXN_000170,2024-03-20 03:16:00,S025,P736,5,746.43,20.5,GBP,3711.6499999999996
TXN_000171,2024-03-27 20:22:00,S059,P028,7,1062.64,9.0,EUR,7429.4800000000005
TXN_000172,2024-03-09 12:37:00,S092,P953,5,1362.54,21.76,EUR,6790.94
TXN_000173,2024-03-15 15:54:00,S092,P973,4,1235.35,29.79,GBP,4911.61
TXN_000174,2024-03-18 01:09:00,S046,P757,9,341.46,21.04,USD,3052.1
TXN_000175,2024-03-05 19:35:00,S076,P180,1,1166.99,45.33,GBP,1121.66
TXN_000176,2024-03-13 22:46:00,S097,P379,9,38.77,44.09,EUR,304.84000000000003
TXN_000177,2024-03-08 22:17:00,S083,P388,3,114.73,45.24,USD,298.95
TXN_000178,2024-03-26 05:57:00,S067,P624,7,340.57,18.77,GBP,2365.22
TXN_000179,2024-03-05 21:16:00,S016,P210,1,721.41,20.91,USD,700.5
TXN_000180,2024-03-24 16:06:00,S061,P308,9,1396.73,47.68,USD,12522.89
TXN_000181,2024-03-02 04:19:00,S061,P953,8,1136.64,31.16,GBP,9061.960000000001
TXN_000182,2024-03-10 21:31:00,S022,P576,9,37.13,12.92,EUR,321.25
TXN_000183,2024-03-02 16:58:00,S024,P949,3,692.98,34.1,USD,2044.8400000000001
TXN_000184,2024-03-27 19:22:00,S023,P760,4,88.47,30.76,USD,323.12
TXN_000185,2024-03-29 04:46:00,S066,P551,7,712.45,27.33,EUR,4959.820000000001
TXN_000186,2024-03-16 02:42:00,S050,P952,1,902.67,32.26,USD,870.41
TXN_000187,2024-03-22 23:14:00,S004,P603,1,1275.11,25.29,GBP,1249.82
TXN_000188,2024-03-20 19:07:00,S009,P204,8,1465.77,46.81,USD,11679.35
TXN_000189,2024-03-07 12:51:00,S023,P109,4,690.23,48.11,GBP,2712.81
TXN_000190,2024-03-16 10:28:00,S099,P229,9,491.2,14.83,USD,4405.97
TXN_000191,2024-03-08 07:18:00,S008,P934,3,971.98,11.33,GBP,2904.61
TXN_000192,2024-03-17 11:14:00,S054,P679,3,207.86,41.01,GBP,582.57
TXN_000193,2024-03-19 08:35:00,S043,P551,6,185.78,39.93,EUR,1074.75
TXN_000194,2024-03-06 04:50:00,S022,P276,8,779.86,46.15,EUR,6192.7300000000005
TXN_000195,2024-03-15 14:43:00,S004,P824,5,1042.8,32.85,GBP,5181.15
TXN_000196,2024-03-24 11:22:00,S086,P987,1,564.22,18.99,GBP,545.23
TXN_000197,2024-03-17 11:05:00,S021,P394,3,1322.8,6.27,GBP,3962.1299999999997
TXN_000198,2024-03-20 23:06:00,S052,P506,4,739.62,46.29,GBP,2912.19
TXN_000199,2024-03-21 02:23:00,S066,P441,6,669.1,45.95,EUR,3968.6500000000005
TXN_000200,2024-03-09 20:16:00,S024,P045,4,980.11,6.8,EUR,3913.64
TXN_000201,2024-03-01 06:38:00,S066,P478,4,443.84,46.32,GBP,1729.04
TXN_000202,2024-03-11 14:28:00,S011,P025,6,741.53,6.98,EUR,4442.200000000001
TXN_000203,2024-03-08 16:41:00,S078,P921,6,416.81,34.05,USD,2466.81
TXN_000204,2024-03-11 18:26:00,S076,P906,9,329.24,5.11,USD,2958.0499999999997
TXN_000205,2024-03-27 10:56:00,S064,P548,4,1187.42,35.63,GBP,4714.05
TXN_000206,2024-03-09 20:11:00,S003,P004,9,491.4,20.03,EUR,4402.57
TXN_000207,2024-03-30 01:58:00,S096,P088,2,515.44,25.42,EUR,1005.4600000000002
TXN_000208,2024-03-19 09:54:00,S067,P559,5,198.38,14.12,USD,977.78
TXN_000209,2024-03-16 18:33:00,S035,P276,9,1068.43,14.38,USD,9601.490000000002
TXN_000210,2024-03-16 21:57:00,S002,P091,6,92.67,5.71,EUR,550.31
TXN_000211,2024-03-21 16:47:00,S085,P116,5,372.98,8.53,GBP,1856.3700000000001
TXN_000212,2024-03-01 16:08:00,S021,P478,8,1089.24,15.07,USD,8698.85
TXN_000213,2024-03-29 22:07:00,S064,P160,5,1009.72,41.78,USD,5006.820000000001
TXN_000214,2024-03-14 16:41:00,S084,P882,3,1378.04,24.57,GBP,4109.55
TXN_000215,2024-03-13 22:02:00,S025,P946,9,1054.79,21.36,GBP,9471.75
TXN_000216,2024-03-13 09:39:00,S018,P750,4,1466.4,38.82,EUR,5826.780000000001
TXN_000217,2024-03-10 14:09:00,S025,P943,1,1493.41,12.57,EUR,1480.8400000000001
TXN_000218,2024-03-28 16:06:00,S079,P704,2,172.97,2.6,EUR,343.34
TXN_000219,2024-03-22 19:48:00,S044,P974,7,160.08,40.08,GBP,1080.4800000000002
TXN_000220,2024-03-29 09:38:00,S009,P502,5,551.66,17.35,GBP,2740.95
TXN_000221,2024-03-21 02:09:00,S030,P072,1,832.31,42.06,EUR,790.25
TXN_000222,2024-03-09 19:48:00,S092,P210,6,1002.99,23.98,EUR,5993.960000000001
TXN_000223,2024-03-07 19:22:00,S075,P352,8,55.21,8.3,GBP,433.38
TXN_000224,2024-03-01 22:18:00,S046,P913,9,634.49,9.74,GBP,5700.67
TXN_000225,2024-03-02 15:30:00,S047,P323,5,453.53,38.74,USD,2228.91
TXN_000226,2024-03-23 04:10:00,S050,P886,2,710.11,23.94,EUR,1396.28
TXN_000227,2024-03-01 14:45:00,S061,P892,6,473.79,27.73,USD,2815.01
TXN_000228,2024-03-28 00:42:00,S074,P866,7,629.92,23.04,EUR,4386.4
TXN_000229,2024-03-21 07:57:00,S086,P666,5,381.7,27.76,GBP,1880.74
TXN_000230,2024-03-04 12:08:00,S004,P602,8,345.44,13.53,GBP,2749.99
TXN_000231,2024-03-16 04:50:00,S040,P254,4,960.69,14.16,EUR,3828.6000000000004
TXN_000232,2024-03-06 02:16:00,S097,P535,1,1373.18,39.95,EUR,1333.23
TXN_000233,2024-03-19 21:29:00,S048,P168,6,1479.49,8.04,EUR,8868.9
TXN_000234,2024-03-13 01:08:00,S074,P192,6,991.11,20.14,GBP,5926.5199999999995
TXN_000235,2024-03-22 03:06:00,S034,P542,8,528.66,3.57,EUR,4225.71
TXN_000236,2024-03-18 15:50:00,S074,P458,9,1389.65,19.47,EUR,12487.380000000001
TXN_000237,2024-03-02 19:36:00,S055,P213,5,35.67,40.4,EUR,137.95000000000002
TXN_000238,2024-03-02 22:14:00,S003,P835,7,1346.09,12.36,USD,9410.269999999999
TXN_000239,2024-03-22 09:48:00,S015,P908,2,1024.46,24.74,USD,2024.18
TXN_000240,2024-03-08 00:28:00,S009,P091,3,102.03,44.89,EUR,261.20000000000005
TXN_000241,2024-03-27 21:58:00,S023,P675,6,21.78,16.55,EUR,114.13000000000001
TXN_000242,2024-03-06 22:14:00,S057,P741,6,1461.58,1.25,GBP,8768.23
TXN_000243,2024-03-21 10:32:00,S083,P919,7,753.71,24.97,USD,5251.0
TXN_000244,2024-03-01 09:16:00,S006,P205,2,642.61,9.49,EUR,1275.73
TXN_000245,2024-03-18 23:42:00,S018,P577,3,992.36,28.59,EUR,2948.49
TXN_000246,2024-03-13 02:40:00,S073,P297,9,518.57,4.2,EUR,4662.93
TXN_000247,2024-03-10 21:19:00,S049,P358,7,675.52,5.89,GBP,4722.749999999999
TXN_000248,2024-03-07 08:12:00,S018,P030,5,380.39,11.4,GBP,1890.5499999999997
TXN_000249,2024-03-10 20:36:00,S088,P225,1,1480.65,32.78,USD,1447.8700000000001
TXN_000250,2024-03-18 13:54:00,S038,P074,3,639.61,22.57,EUR,1896.26
TXN_000251,2024-03-19 00:34:00,S023,P043,4,1261.42,5.67,EUR,5040.01
TXN_000252,2024-03-11 23:36:00,S023,P802,1,255.3,42.37,EUR,212.93
TXN_000253,2024-03-10 16:44:00,S013,P766,3,652.58,38.51,EUR,1919.2300000000002
TXN_000254,2024-03-30 14:19:00,S007,P688,6,1007.63,22.94,GBP,6022.84
TXN_000255,2024-03-23 08:23:00,S017,P370,8,1316.03,7.32,GBP,10520.92
TXN_000256,2024-03-19 22:00:00,S059,P477,8,527.78,5.39,GBP,4216.849999999999
TXN_000257,2024-03-22 06:57:00,S039,P484,9,794.16,27.11,EUR,7120.33
TXN_000258,2024-03-01 17:43:00,S094,P122,9,896.23,46.21,EUR,8019.86
TXN_000259,2024-03-14 06:11:00,S083,P729,2,965.34,34.02,EUR,1896.66
TXN_000260,2024-03-09 08:38:00,S080,P980,2,821.17,29.65,USD,1612.6899999999998
TXN_000261,2024-03-08 03:36:00,S081,P009,1,1080.02,7.51,EUR,1072.51
TXN_000262,2024-03-13 10:21:00,S037,P770,3,511.06,42.77,GBP,1490.41
TXN_000263,2024-03-08 22:50:00,S011,P497,9,1247.33,0.86,EUR,11225.109999999999
TXN_000264,2024-03-17 17:23:00,S032,P102,8,100.81,45.1,USD,761.38
TXN_000265,2024-03-21 20:45:00,S075,P173,3,966.56,45.48,GBP,2854.2
TXN_000266,2024-03-20 16:10:00,S026,P707,3,931.98,39.2,GBP,2756.7400000000002
TXN_000267,2024-03-27 02:39:00,S087,P213,5,1062.37,39.45,GBP,5272.4
TXN_000268,2024-03-11 14:50:00,S041,P504,7,434.14,31.81,GBP,3007.17
TXN_000269,2024-03-05 10:39:00,S081,P719,8,617.28,12.33,USD,4925.91
TXN_000270,2024-03-14 17:29:00,S044,P787,9,1326.32,40.58,GBP,11896.3
TXN_000271,2024-03-29 14:33:00,S060,P398,9,978.96,20.5,USD,8790.14
TXN_000272,2024-03-02 20:15:00,S065,P770,7,1457.77,48.67,EUR,10155.72
TXN_000273,2024-03-21 14:05:00,S042,P792,9,339.66,9.38,GBP,3047.56
TXN_000274,2024-03-20 11:44:00,S019,P969,8,387.53,20.64,EUR,3079.6
TXN_000275,2024-03-28 19:00:00,S062,P033,7,1129.23,7.05,USD,7897.56
TXN_000276,2024-03-27 14:38:00,S080,P613,7,960.06,22.24,USD,6698.18
TXN_000277,2024-03-18 18:21:00,S025,P538,3,350.63,32.41,GBP,1019.4799999999999
TXN_000278,2024-03-09 13:52:00,S042,P464,1,794.66,39.55,USD,755.11
TXN_000279,2024-03-01 02:09:00,S055,P798,4,938.72,9.28,USD,3745.6
TXN_000280,2024-03-06 18:05:00,S098,P601,6,1436.97,6.1,GBP,8615.72
TXN_000281,2024-03-29 23:20:00,S058,P180,3,196.07,41.5,EUR,546.71
TXN_000282,2024-03-08 04:45:00,S066,P474,7,77.21,27.83,USD,512.6399999999999
TXN_000283,2024-03-07 21:35:00,S057,P055,2,328.35,33.9,USD,622.8000000000001
TXN_000284,2024-03-12 15:06:00,S085,P629,9,1091.13,2.54,USD,9817.630000000001
TXN_000285,2024-03-24 13:58:00,S019,P865,3,1349.57,40.79,GBP,4007.92
TXN_000286,2024-03-22 21:58:00,S024,P873,9,1407.99,31.94,USD,12639.97
TXN_000287,2024-03-04 19:24:00,S035,P055,6,481.4,0.07,USD,2888.3299999999995
TXN_000288,2024-03-30 17:24:00,S040,P813,1,880.31,32.7,USD,847.6099999999999
TXN_000289,2024-03-16 23:14:00,S053,P550,9,910.47,3.81,EUR,8190.419999999999
TXN_000290,2024-03-15 16:42:00,S076,P485,4,154.05,20.95,GBP,595.25
TXN_000291,2024-03-22 03:44:00,S033,P100,7,816.02,26.12,EUR,5686.0199999999995
TXN_000292,2024-03-04 17:47:00,S053,P394,8,11.64,4.58,USD,88.54
TXN_000293,2024-03-26 05:50:00,S026,P893,1,1466.89,46.5,USD,1420.39
TXN_000294,2024-03-25 04:37:00,S055,P797,8,1260.06,0.8,USD,10079.68
TXN_000295,2024-03-30 02:32:00,S063,P114,3,1064.07,48.39,USD,3143.82
TXN_000296,2024-03-11 23:57:00,S029,P905,5,1419.14,20.46,EUR,7075.240000000001
TXN_000297,2024-03-28 17:39:00,S061,P402,7,1201.47,39.51,USD,8370.78
TXN_000298,2024-03-25 12:57:00,S011,P313,9,1106.27,30.87,EUR,9925.56
TXN_000299,2024-03-06 20:48:00,S075,P362,3,222.47,47.19,GBP,620.22
TXN_000300,2024-03-26 16:02:00,S079,P539,6,1136.37,20.15,EUR,6798.07
TXN_000301,2024-03-29 09:57:00,S044,P625,9,964.51,38.03,EUR,8642.56
TXN_000302,2024-03-26 23:59:00,S009,P603,6,808.03,35.24,GBP,4812.9400000000005
TXN_000303,2024-03-06 03:33:00,S020,P829,2,272.16,33.55,GBP,510.77000000000004
