product_id,product_name,category,brand,standard_price
P233,Product_233,Furniture,BrandB,1140.89
P234,Product_234,Furniture,BrandB,831.71
P235,Product_235,Appliances,BrandA,1171.89
P236,Product_236,Furniture,BrandA,545.81
P237,Product_237,Appliances,BrandC,50.32
P238,Product_238,Furniture,BrandB,1487.77
P239,Product_239,Electronics,BrandA,865.92
P240,Product_240,Electronics,BrandB,1233.29
P241,Product_241,Furniture,BrandA,877.15
P242,Product_242,Apparel,BrandC,614.07
P243,Product_243,Apparel,BrandC,451.51
P244,Product_244,Appliances,BrandC,110.79
P245,Product_245,Apparel,BrandB,1011.27
P246,Product_246,Electronics,BrandC,394.68
P247,Product_247,Appliances,BrandC,1178.63
P248,Product_248,Apparel,BrandC,1498.04
P249,Product_249,Apparel,BrandC,824.52
P250,Product_250,Furniture,BrandC,378.43
P251,Product_251,Electronics,BrandC,792.06
P252,Product_252,Appliances,BrandB,720.23
P253,Product_253,Apparel,BrandA,1451.13
P254,Product_254,Furniture,BrandB,543.47
P255,Product_255,Apparel,BrandA,138.1
P256,Product_256,Appliances,BrandC,883.68
P257,Product_257,Apparel,BrandA,956.55
P258,Product_258,Appliances,BrandA,1213.1
P259,Product_259,Furniture,BrandB,573.75
P260,Product_260,Furniture,BrandA,52.96
P261,Product_261,Furniture,BrandA,342.45
P262,Product_262,Apparel,BrandC,769.04
P263,Product_263,Electronics,BrandB,623.99
P264,Product_264,Appliances,BrandC,1283.73
P265,Product_265,Electronics,BrandC,1082.93
P266,Product_266,Electronics,BrandC,711.43
P267,Product_267,Appliances,BrandA,145.32
P268,Product_268,Apparel,BrandB,118.69
P269,Product_269,Furniture,BrandA,324.75
P270,Product_270,Furniture,BrandC,1063.61
P271,Product_271,Appliances,BrandC,866.02
P272,Product_272,Electronics,BrandB,1437.35
P273,Product_273,Apparel,BrandB,726.67
P274,Product_274,Apparel,BrandA,837.22
P275,Product_275,Appliances,BrandC,1460.04
P276,Product_276,Furniture,BrandA,712.01
P277,Product_277,Furniture,BrandB,869.89
P278,Product_278,Apparel,BrandB,1060.22
P279,Product_279,Appliances,BrandA,1247.58
P280,Product_280,Apparel,BrandB,1434.41
P281,Product_281,Apparel,BrandA,864.8
P282,Product_282,Apparel,BrandC,743.21
P283,Product_283,Electronics,BrandB,570.18
P284,Product_284,Apparel,BrandB,436.44
P285,Product_285,Furniture,BrandC,1335.8
P286,Product_286,Appliances,BrandA,302.89
P287,Product_287,Appliances,BrandB,1239.15
P288,Product_288,Apparel,BrandB,1102.6
P289,Product_289,Furniture,BrandB,1317.23
P290,Product_290,Appliances,BrandA,711.81
P291,Product_291,Appliances,BrandB,1107.59
P292,Product_292,Apparel,BrandA,1370.41
P293,Product_293,Apparel,BrandA,463.54
P294,Product_294,Appliances,BrandB,1385.37
P295,Product_295,Apparel,BrandC,78.68
P296,Product_296,Appliances,BrandC,754.37
P297,Product_297,Furniture,BrandC,764.53
P298,Product_298,Apparel,BrandC,635.2
P299,Product_299,Apparel,BrandB,302.22
P300,Product_300,Electronics,BrandA,1153.58
P301,Product_301,Furniture,BrandA,629.9
P302,Product_302,Apparel,BrandA,600.13
P303,Product_303,Appliances,BrandC,100.6
P304,Product_304,Electronics,BrandA,250.09
P305,Product_305,Apparel,BrandA,742.72
P306,Product_306,Furniture,BrandB,1192.72
P307,Product_307,Apparel,BrandC,73.09
P308,Product_308,Appliances,BrandA,378.64
P309,Product_309,Electronics,BrandA,878.48
P310,Product_310,Apparel,BrandA,1341.69
P311,Product_311,Furniture,BrandC,809.03
P312,Product_312,Appliances,BrandA,877.17
P313,Product_313,Apparel,BrandC,153.89
P314,Product_314,Apparel,BrandC,1123.24
P315,Product_315,Apparel,BrandA,1439.22
P316,Product_316,Apparel,BrandC,577.32
P317,Product_317,Apparel,BrandA,1409.59
P318,Product_318,Furniture,BrandC,233.34
P319,Product_319,Appliances,BrandA,705.04
P320,Product_320,Furniture,BrandA,739.63
P321,Product_321,Appliances,BrandB,471.55
P322,Product_322,Appliances,BrandC,827.15
P323,Product_323,Furniture,BrandA,1219.79
P324,Product_324,Appliances,BrandA,397.81
P325,Product_325,Electronics,BrandA,168.62
P326,Product_326,Electronics,BrandA,1154.57
P327,Product_327,Furniture,BrandB,1465.41
P328,Product_328,Appliances,BrandA,81.1
P329,Product_329,Appliances,BrandA,295.34
P330,Product_330,Electronics,BrandB,390.7
P331,Product_331,Furniture,BrandB,643.29
P332,Product_332,Furniture,BrandC,1299.38
P333,Product_333,Appliances,BrandA,1196.39
P334,Product_334,Appliances,BrandB,880.89
P335,Product_335,Appliances,BrandB,669.85
P336,Product_336,Electronics,BrandB,1448.14
P337,Product_337,Apparel,BrandA,139.53
P338,Product_338,Appliances,BrandB,988.42
P339,Product_339,Electronics,BrandB,356.5
P340,Product_340,Electronics,BrandA,201.26
P341,Product_341,Furniture,BrandC,1101.51
P342,Product_342,Appliances,BrandA,1208.04
P343,Product_343,Appliances,BrandB,809.21
P344,Product_344,Electronics,BrandA,1430.64
P345,Product_345,Appliances,BrandB,474.39
P346,Product_346,Apparel,BrandB,1337.22
P347,Product_347,Electronics,BrandC,645.58
P348,Product_348,Appliances,BrandA,777.98
P349,Product_349,Appliances,BrandB,693.85
P350,Product_350,Furniture,BrandA,762.35
P351,Product_351,Apparel,BrandC,923.25
P352,Product_352,Furniture,BrandC,1403.74
P353,Product_353,Electronics,BrandC,1109.58
P354,Product_354,Appliances,BrandC,93.09
P355,Product_355,Appliances,BrandC,515.04
P356,Product_356,Appliances,BrandC,1473.73
P357,Product_357,Appliances,BrandC,503.5
P358,Product_358,Appliances,BrandA,1387.07
P359,Product_359,Apparel,BrandC,618.44
P360,Product_360,Apparel,BrandC,1383.49
P361,Product_361,Appliances,BrandC,758.11
P362,Product_362,Appliances,BrandC,924.61
P363,Product_363,Appliances,BrandC,292.95
P364,Product_364,Apparel,BrandA,255.36
P365,Product_365,Electronics,BrandB,173.78
P366,Product_366,Furniture,BrandB,606.68
P367,Product_367,Electronics,BrandA,1132.15
P368,Product_368,Furniture,BrandA,325.15
P369,Product_369,Electronics,BrandB,1349.51
P370,Product_370,Electronics,BrandA,92.53
P371,Product_371,Apparel,BrandA,493.08
P372,Product_372,Furniture,BrandA,1317.6
P373,Product_373,Electronics,BrandB,1250.27
P374,Product_374,Furniture,BrandC,432.14
P375,Product_375,Electronics,BrandC,408.16
P376,Product_376,Electronics,BrandA,840.17
P377,Product_377,Appliances,BrandB,324.14
P378,Product_378,Furniture,BrandA,1370.41
P379,Product_379,Electronics,BrandB,75.06
P380,Product_380,Furniture,BrandB,674.42
P381,Product_381,Furniture,BrandC,596.36
P382,Product_382,Appliances,BrandA,1226.98
P383,Product_383,Apparel,BrandA,1243.31
P384,Product_384,Electronics,BrandA,540.16
P385,Product_385,Apparel,BrandA,474.42
P386,Product_386,Appliances,BrandB,1425.12
P387,Product_387,Apparel,BrandC,262.23
P388,Product_388,Apparel,BrandB,852.95
P389,Product_389,Furniture,BrandC,372.47
P390,Product_390,Electronics,BrandC,573.36
P391,Product_391,Electronics,BrandC,598.55
P392,Product_392,Apparel,BrandA,36.97
P393,Product_393,Appliances,BrandA,351.56
P394,Product_394,Apparel,BrandB,953.23
P395,Product_395,Appliances,BrandA,366.04
P396,Product_396,Apparel,BrandA,615.19
P397,Product_397,Apparel,BrandA,11.95
P398,Product_398,Furniture,BrandC,870.84
P399,Product_399,Furniture,BrandB,41.72
P400,Product_400,Furniture,BrandB,988.93
P401,Product_401,Furniture,BrandC,63.07
P402,Product_402,Electronics,BrandA,228.64
P403,Product_403,Apparel,BrandB,1038.86
P404,Product_404,Appliances,BrandC,781.1
P405,Product_405,Appliances,BrandB,908.12
P406,Product_406,Appliances,BrandB,1053.0
P407,Product_407,Electronics,BrandC,69.61
P408,Product_408,Furniture,BrandA,971.43
P409,Product_409,Apparel,BrandC,1453.82
P410,Product_410,Electronics,BrandC,1383.25
P411,Product_411,Furniture,BrandC,635.91
P412,Product_412,Furniture,BrandA,1343.6
P413,Product_413,Apparel,BrandB,554.17
P414,Product_414,Appliances,BrandA,895.15
P415,Product_415,Electronics,BrandB,315.34
P416,Product_416,Electronics,BrandC,435.9
P417,Product_417,Furniture,BrandB,966.72
P418,Product_418,Electronics,BrandA,452.34
P419,Product_419,Electronics,BrandC,454.39
P420,Product_420,Furniture,BrandC,1235.11
P421,Product_421,Electronics,BrandC,652.87
P422,Product_422,Apparel,BrandC,1446.21
P423,Product_423,Furniture,BrandB,229.83
P424,Product_424,Appliances,BrandA,441.15
P425,Product_425,Appliances,BrandA,935.89
P426,Product_426,Electronics,BrandC,347.26
P427,Product_427,Furniture,BrandC,1457.03
P428,Product_428,Apparel,BrandA,883.0
P429,Product_429,Electronics,BrandA,334.81
P430,Product_430,Apparel,BrandC,854.14
P431,Product_431,Electronics,BrandA,377.77
P432,Product_432,Electronics,BrandB,717.86
P433,Product_433,Furniture,BrandB,987.23
P434,Product_434,Appliances,BrandC,920.91
P435,Product_435,Electronics,BrandC,1039.73
P436,Product_436,Appliances,BrandB,1303.99
P437,Product_437,Electronics,BrandC,484.86
P438,Product_438,Appliances,BrandA,311.29
P439,Product_439,Electronics,BrandB,1364.92
P440,Product_440,Furniture,BrandB,826.4
P441,Product_441,Electronics,BrandB,391.06
P442,Product_442,Appliances,BrandB,783.53
P443,Product_443,Furniture,BrandC,97.43
P444,Product_444,Furniture,BrandA,644.55
P445,Product_445,Appliances,BrandB,40.25
P446,Product_446,Appliances,BrandA,794.26
P447,Product_447,Furniture,BrandA,1280.05
P448,Product_448,Furniture,BrandB,973.02
P449,Product_449,Furniture,BrandC,913.16
P450,Product_450,Electronics,BrandC,1396.2
P451,Product_451,Apparel,BrandB,400.99
P452,Product_452,Appliances,BrandC,802.15
P453,Product_453,Furniture,BrandC,420.14
P454,Product_454,Appliances,BrandB,511.98
P455,Product_455,Apparel,BrandA,1294.59
P456,Product_456,Furniture,BrandC,1433.67
P457,Product_457,Furniture,BrandB,1044.08
P458,Product_458,Appliances,BrandA,213.39
P459,Product_459,Electronics,BrandC,761.86
P460,Product_460,Apparel,BrandB,1344.8
P461,Product_461,Furniture,BrandB,1252.03
P462,Product_462,Furniture,BrandB,1392.16
P463,Product_463,Appliances,BrandA,126.75
P464,Product_464,Appliances,BrandA,1414.6
P465,Product_465,Furniture,BrandC,592.17
P466,Product_466,Apparel,BrandB,677.71
P467,Product_467,Electronics,BrandC,1458.13
P468,Product_468,Electronics,BrandC,240.33
P469,Product_469,Furniture,BrandB,987.81
P470,Product_470,Appliances,BrandB,361.5
P471,Product_471,Furniture,BrandA,1234.35
P472,Product_472,Apparel,BrandA,1203.58
P473,Product_473,Apparel,BrandC,314.11
P474,Product_474,Apparel,BrandA,1396.37
P475,Product_475,Electronics,BrandA,760.73
P476,Product_476,Appliances,BrandB,469.6
P477,Product_477,Apparel,BrandB,1022.59
P478,Product_478,Apparel,BrandB,219.63
P479,Product_479,Furniture,BrandB,664.77
P480,Product_480,Electronics,BrandA,555.65
P481,Product_481,Furniture,BrandC,818.51
P482,Product_482,Furniture,BrandB,1172.02
P483,Product_483,Apparel,BrandC,1379.13
P484,Product_484,Appliances,BrandB,179.76
P485,Product_485,Apparel,BrandB,586.23
P486,Product_486,Appliances,BrandC,920.2
P487,Product_487,Electronics,BrandB,653.95
P488,Product_488,Furniture,BrandC,111.36
P489,Product_489,Appliances,BrandB,1127.49
P490,Product_490,Furniture,BrandA,717.56
P491,Product_491,Furniture,BrandC,396.11
P492,Product_492,Furniture,BrandC,1032.59
P493,Product_493,Furniture,BrandB,378.23
P494,Product_494,Furniture,BrandC,1041.35
P495,Product_495,Electronics,BrandB,1283.73
P496,Product_496,Electronics,BrandB,915.29
P497,Product_497,Furniture,BrandA,1114.03
P498,Product_498,Electronics,BrandB,434.08
P499,Product_499,Furniture,BrandA,745.23
P500,Product_500,Apparel,BrandA,701.8
P501,Product_501,Electronics,BrandC,811.62
P502,Product_502,Furniture,BrandC,1260.32
P503,Product_503,Appliances,BrandA,1084.54
P504,Product_504,Furniture,BrandA,106.1
P505,Product_505,Apparel,BrandA,528.31
P506,Product_506,Appliances,BrandC,338.09
P507,Product_507,Apparel,BrandC,359.77
P508,Product_508,Appliances,BrandB,939.62
P509,Product_509,Furniture,BrandB,1277.28
P510,Product_510,Furniture,BrandC,54.64
P511,Product_511,Electronics,BrandA,593.19
P512,Product_512,Electronics,BrandC,1170.25
P513,Product_513,Furniture,BrandA,1135.38
P514,Product_514,Appliances,BrandA,90.13
P515,Product_515,Apparel,BrandC,773.43
P516,Product_516,Apparel,BrandB,109.76
P517,Product_517,Electronics,BrandA,1290.37
P518,Product_518,Apparel,BrandA,1410.9
P519,Product_519,Appliances,BrandC,685.09
P520,Product_520,Furniture,BrandA,1243.37
P521,Product_521,Appliances,BrandB,594.12
P522,Product_522,Electronics,BrandA,729.38
P523,Product_523,Apparel,BrandA,215.55
P524,Product_524,Apparel,BrandA,53.35
P525,Product_525,Electronics,BrandA,374.66
P526,Product_526,Apparel,BrandB,859.69
P527,Product_527,Electronics,BrandA,1064.67
P528,Product_528,Electronics,BrandC,384.79
P529,Product_529,Furniture,BrandB,966.87
P530,Product_530,Apparel,BrandC,828.64
P531,Product_531,Electronics,BrandC,738.72
P532,Product_532,Electronics,BrandB,1395.45
P533,Product_533,Apparel,BrandC,1194.11
P534,Product_534,Apparel,BrandA,867.52
P535,Product_535,Appliances,BrandC,1062.19
P536,Product_536,Apparel,BrandC,1007.06
P537,Product_537,Furniture,BrandC,1033.36
P538,Product_538,Apparel,BrandC,701.53
P539,Product_539,Appliances,BrandC,1286.38
P540,Product_540,Furniture,BrandC,1170.81
P541,Product_541,Appliances,BrandC,408.36
P542,Product_542,Apparel,BrandB,311.42
P543,Product_543,Appliances,BrandB,757.79
P544,Product_544,Electronics,BrandC,308.18
P545,Product_545,Appliances,BrandB,134.43
P546,Product_546,Apparel,BrandA,427.26
P547,Product_547,Apparel,BrandB,223.35
P548,Product_548,Electronics,BrandC,798.42
P549,Product_549,Electronics,BrandB,1304.46
P550,Product_550,Appliances,BrandC,253.18
P551,Product_551,Furniture,BrandB,309.48
P552,Product_552,Electronics,BrandA,1369.26
P553,Product_553,Electronics,BrandA,845.14
P554,Product_554,Electronics,BrandC,284.76
P555,Product_555,Apparel,BrandA,53.86
P556,Product_556,Apparel,BrandC,302.16
P557,Product_557,Furniture,BrandC,1322.41
P558,Product_558,Electronics,BrandA,704.67
P559,Product_559,Furniture,BrandA,748.43
P560,Product_560,Furniture,BrandC,298.47
P561,Product_561,Furniture,BrandB,815.33
P562,Product_562,Furniture,BrandC,1256.1
P563,Product_563,Apparel,BrandB,322.28
P564,Product_564,Appliances,BrandA,285.0
P565,Product_565,Appliances,BrandB,1201.67
P566,Product_566,Appliances,BrandA,1102.21
P567,Product_567,Electronics,BrandB,455.19
P568,Product_568,Appliances,BrandC,472.77
P569,Product_569,Furniture,BrandB,272.91
P570,Product_570,Appliances,BrandC,611.29
P571,Product_571,Apparel,BrandA,871.96
P572,Product_572,Appliances,BrandC,128.06
P573,Product_573,Apparel,BrandB,1359.52
P574,Product_574,Furniture,BrandC,1307.84
P575,Product_575,Apparel,BrandC,417.68
P576,Product_576,Furniture,BrandB,934.72
P577,Product_577,Furniture,BrandB,874.76
P578,Product_578,Appliances,BrandC,672.84
P579,Product_579,Electronics,BrandB,783.64
P580,Product_580,Apparel,BrandB,36.06
P581,Product_581,Apparel,BrandA,617.92
P582,Product_582,Apparel,BrandC,1020.12
P583,Product_583,Appliances,BrandB,1198.04
P584,Product_584,Furniture,BrandB,1058.41
P585,Product_585,Furniture,BrandC,527.63
P586,Product_586,Appliances,BrandC,160.03
P587,Product_587,Appliances,BrandC,296.84
P588,Product_588,Furniture,BrandB,412.15
P589,Product_589,Electronics,BrandC,374.34
P590,Product_590,Electronics,BrandB,684.93
P591,Product_591,Appliances,BrandB,1407.58
P592,Product_592,Electronics,BrandB,713.13
P593,Product_593,Apparel,BrandA,1452.52
P594,Product_594,Appliances,BrandA,1285.08
P595,Product_595,Apparel,BrandB,81.45
P596,Product_596,Appliances,BrandB,888.56
P597,Product_597,Appliances,BrandB,856.67
P598,Product_598,Apparel,BrandB,127.53
P599,Product_599,Appliances,BrandC,1392.68
P600,Product_600,Apparel,BrandA,834.57
P601,Product_601,Appliances,BrandC,705.69
P602,Product_602,Apparel,BrandB,979.84
P603,Product_603,Electronics,BrandA,1126.99
P604,Product_604,Appliances,BrandB,766.35
P605,Product_605,Furniture,BrandA,554.92
P606,Product_606,Furniture,BrandC,925.82
P607,Product_607,Electronics,BrandC,886.23
P608,Product_608,Apparel,BrandC,1113.35
P609,Product_609,Apparel,BrandB,840.61
P610,Product_610,Furniture,BrandB,43.74
P611,Product_611,Appliances,BrandC,129.11
P612,Product_612,Apparel,BrandA,164.71
P613,Product_613,Appliances,BrandC,938.85
P614,Product_614,Furniture,BrandC,315.12
P615,Product_615,Apparel,BrandA,1140.06
P616,Product_616,Appliances,BrandA,119.27
P617,Product_617,Furniture,BrandA,155.21
P618,Product_618,Furniture,BrandC,1474.52
P619,Product_619,Appliances,BrandC,470.36
P620,Product_620,Appliances,BrandB,817.54
P621,Product_621,Electronics,BrandB,850.63
P622,Product_622,Apparel,BrandA,1249.42
P623,Product_623,Electronics,BrandB,271.89
P624,Product_624,Appliances,BrandC,1416.52
P625,Product_625,Electronics,BrandA,931.64
