State Code,District Code,India / State / Union Territory / District,Name,Year,Age Group,Gender,Ethnic Group,Literacy Status,Total / Rural / Urban,Value
0,0,India,India,2011,15-24,Other,Jain,Illiterate,Rural,1006310
0,0,India,India,2011,15-24,Other,Muslim,Literate,Rural,2553019
0,0,India,India,2011,15-24,Other,Muslim,Illiterate,Rural,1057570
0,0,India,India,2011,15-24,Other,Parsi,Literate,Rural,2993713
0,0,India,India,2011,15-24,Other,Parsi,Illiterate,Rural,1104952
0,0,India,India,2011,15-24,Other,Sikh,Literate,Rural,2239290
0,0,India,India,2011,15-24,Other,Sikh,Illiterate,Rural,1016800
0,0,India,India,2011,25-44,Female,Buddhist,Literate,Rural,3025059
0,0,India,India,2011,25-44,Female,Buddhist,Illiterate,Rural,999918
0,0,India,India,2011,25-44,Female,Christian,Literate,Rural,2743508
0,0,India,India,2011,25-44,Female,Christian,Illiterate,Rural,771652
0,0,India,India,2011,25-44,Female,Hindu,Literate,Rural,2935144
0,0,India,India,2011,25-44,Female,Hindu,Illiterate,Rural,793925
0,0,India,India,2011,25-44,Female,Jain,Literate,Rural,2482877
0,0,India,India,2011,25-44,Female,Jain,Illiterate,Rural,1043621
0,0,India,India,2011,25-44,Female,Muslim,Literate,Rural,2716489
0,0,India,India,2011,25-44,Female,Muslim,Illiterate,Rural,953018
0,0,India,India,2011,25-44,Female,Parsi,Literate,Rural,2716551
0,0,India,India,2011,25-44,Female,Parsi,Illiterate,Rural,733275
0,0,India,India,2011,25-44,Female,Sikh,Literate,Rural,2921971
0,0,India,India,2011,25-44,Female,Sikh,Illiterate,Rural,1189368
0,0,India,India,2011,25-44,Male,Buddhist,Literate,Rural,2964456
0,0,India,India,2011,25-44,Male,Buddhist,Illiterate,Rural,816411
0,0,India,India,2011,25-44,Male,Christian,Literate,Rural,3033340
0,0,India,India,2011,25-44,Male,Christian,Illiterate,Rural,1414513
0,0,India,India,2011,25-44,Male,Hindu,Literate,Rural,2649691
0,0,India,India,2011,25-44,Male,Hindu,Illiterate,Rural,900748
0,0,India,India,2011,25-44,Male,Jain,Literate,Rural,2477868
0,0,India,India,2011,25-44,Male,Jain,Illiterate,Rural,855519
0,0,India,India,2011,25-44,Male,Muslim,Literate,Rural,2984830
0,0,India,India,2011,25-44,Male,Muslim,Illiterate,Rural,789604
0,0,India,India,2011,25-44,Male,Parsi,Literate,Rural,2454425
0,0,India,India,2011,25-44,Male,Parsi,Illiterate,Rural,1004881
0,0,India,India,2011,25-44,Male,Sikh,Literate,Rural,2469607
0,0,India,India,2011,25-44,Male,Sikh,Illiterate,Rural,1121597
0,0,India,India,2011,25-44,Other,Buddhist,Literate,Rural,2670163
0,0,India,India,2011,25-44,Other,Buddhist,Illiterate,Rural,717284
0,0,India,India,2011,25-44,Other,Christian,Literate,Rural,2806353
0,0,India,India,2011,25-44,Other,Christian,Illiterate,Rural,769144
0,0,India,India,2011,25-44,Other,Hindu,Literate,Rural,2474645
0,0,India,India,2011,25-44,Other,Hindu,Illiterate,Rural,1062382
0,0,India,India,2011,25-44,Other,Jain,Literate,Rural,2894121
0,0,India,India,2011,25-44,Other,Jain,Illiterate,Rural,723671
0,0,India,India,2011,25-44,Other,Muslim,Literate,Rural,3167680
0,0,India,India,2011,25-44,Other,Muslim,Illiterate,Rural,1222021
0,0,India,India,2011,25-44,Other,Parsi,Literate,Rural,2843032
0,0,India,India,2011,25-44,Other,Parsi,Illiterate,Rural,1119132
0,0,India,India,2011,25-44,Other,Sikh,Literate,Rural,2519979
0,0,India,India,2011,25-44,Other,Sikh,Illiterate,Rural,703934
0,0,India,India,2011,45-59,Female,Buddhist,Literate,Rural,2870312
0,0,India,India,2011,45-59,Female,Buddhist,Illiterate,Rural,783216
0,0,India,India,2011,45-59,Female,Christian,Literate,Rural,3194489
0,0,India,India,2011,45-59,Female,Christian,Illiterate,Rural,1002232
0,0,India,India,2011,45-59,Female,Hindu,Literate,Rural,2408492
0,0,India,India,2011,45-59,Female,Hindu,Illiterate,Rural,1100174
0,0,India,India,2011,45-59,Female,Jain,Literate,Rural,2791967
0,0,India,India,2011,45-59,Female,Jain,Illiterate,Rural,945078
0,0,India,India,2011,45-59,Female,Muslim,Literate,Rural,2844351
0,0,India,India,2011,45-59,Female,Muslim,Illiterate,Rural,881834
0,0,India,India,2011,45-59,Female,Parsi,Literate,Rural,2648168
0,0,India,India,2011,45-59,Female,Parsi,Illiterate,Rural,751698
0,0,India,India,2011,45-59,Female,Sikh,Literate,Rural,2408449
0,0,India,India,2011,45-59,Female,Sikh,Illiterate,Rural,948877
0,0,India,India,2011,45-59,Male,Buddhist,Literate,Rural,2808809
0,0,India,India,2011,45-59,Male,Buddhist,Illiterate,Rural,983663
0,0,India,India,2011,45-59,Male,Christian,Literate,Rural,2977388
0,0,India,India,2011,45-59,Male,Christian,Illiterate,Rural,830596
0,0,India,India,2011,45-59,Male,Hindu,Literate,Rural,2543701
0,0,India,India,2011,45-59,Male,Hindu,Illiterate,Rural,1012820
0,0,India,India,2011,45-59,Male,Jain,Literate,Rural,2622486
0,0,India,India,2011,45-59,Male,Jain,Illiterate,Rural,822468
0,0,India,India,2011,45-59,Male,Muslim,Literate,Rural,2375599
0,0,India,India,2011,45-59,Male,Muslim,Illiterate,Rural,876381
0,0,India,India,2011,45-59,Male,Parsi,Literate,Rural,2992915
0,0,India,India,2011,45-59,Male,Parsi,Illiterate,Rural,935798
0,0,India,India,2011,45-59,Male,Sikh,Literate,Rural,2378493
0,0,India,India,2011,45-59,Male,Sikh,Illiterate,Rural,987868
0,0,India,India,2011,45-59,Other,Buddhist,Literate,Rural,2547203
0,0,India,India,2011,45-59,Other,Buddhist,Illiterate,Rural,867829
0,0,India,India,2011,45-59,Other,Christian,Literate,Rural,2672374
0,0,India,India,2011,45-59,Other,Christian,Illiterate,Rural,745589
0,0,India,India,2011,45-59,Other,Hindu,Literate,Rural,2887434
0,0,India,India,2011,45-59,Other,Hindu,Illiterate,Rural,870348
0,0,India,India,2011,45-59,Other,Jain,Literate,Rural,3114906
0,0,India,India,2011,45-59,Other,Jain,Illiterate,Rural,1094685
0,0,India,India,2011,45-59,Other,Muslim,Literate,Rural,2472336
0,0,India,India,2011,45-59,Other,Muslim,Illiterate,Rural,935152
0,0,India,India,2011,45-59,Other,Parsi,Literate,Rural,3239432
0,0,India,India,2011,45-59,Other,Parsi,Illiterate,Rural,943166
0,0,India,India,2011,45-59,Other,Sikh,Literate,Rural,2593010
0,0,India,India,2011,45-59,Other,Sikh,Illiterate,Rural,1109892
0,0,India,India,2011,60+,Female,Buddhist,Literate,Rural,2831987
0,0,India,India,2011,60+,Female,Buddhist,Illiterate,Rural,942170
0,0,India,India,2011,60+,Female,Christian,Literate,Rural,2593521
0,0,India,India,2011,60+,Female,Christian,Illiterate,Rural,950774
0,0,India,India,2011,60+,Female,Hindu,Literate,Rural,2461576
0,0,India,India,2011,60+,Female,Hindu,Illiterate,Rural,1119268
0,0,India,India,2011,60+,Female,Jain,Literate,Rural,2935782
0,0,India,India,2011,60+,Female,Jain,Illiterate,Rural,1171733
0,0,India,India,2011,60+,Female,Muslim,Literate,Rural,2827272
0,0,India,India,2011,60+,Female,Muslim,Illiterate,Rural,853606
0,0,India,India,2011,60+,Female,Parsi,Literate,Rural,2641162
0,0,India,India,2011,60+,Female,Parsi,Illiterate,Rural,1054640
0,0,India,India,2011,60+,Female,Sikh,Literate,Rural,2454777
0,0,India,India,2011,60+,Female,Sikh,Illiterate,Rural,922515
0,0,India,India,2011,60+,Male,Buddhist,Literate,Rural,2898068
0,0,India,India,2011,60+,Male,Buddhist,Illiterate,Rural,933967
0,0,India,India,2011,60+,Male,Christian,Literate,Rural,2900999
0,0,India,India,2011,60+,Male,Christian,Illiterate,Rural,819481
0,0,India,India,2011,60+,Male,Hindu,Literate,Rural,2845223
0,0,India,India,2011,60+,Male,Hindu,Illiterate,Rural,1115660
0,0,India,India,2011,60+,Male,Jain,Literate,Rural,2311174
0,0,India,India,2011,60+,Male,Jain,Illiterate,Rural,994722
0,0,India,India,2011,60+,Male,Muslim,Literate,Rural,2655096
0,0,India,India,2011,60+,Male,Muslim,Illiterate,Rural,813806
0,0,India,India,2011,60+,Male,Parsi,Literate,Rural,2502164
0,0,India,India,2011,60+,Male,Parsi,Illiterate,Rural,686423
0,0,India,India,2011,60+,Male,Sikh,Literate,Rural,2898409
0,0,India,India,2011,60+,Male,Sikh,Illiterate,Rural,960073
0,0,India,India,2011,60+,Other,Buddhist,Literate,Rural,3012586
0,0,India,India,2011,60+,Other,Buddhist,Illiterate,Rural,933867
0,0,India,India,2011,60+,Other,Christian,Literate,Rural,2562474
0,0,India,India,2011,60+,Other,Christian,Illiterate,Rural,1094088
0,0,India,India,2011,60+,Other,Hindu,Literate,Rural,2798389
0,0,India,India,2011,60+,Other,Hindu,Illiterate,Rural,963858
0,0,India,India,2011,60+,Other,Jain,Literate,Rural,2701854
0,0,India,India,2011,60+,Other,Jain,Illiterate,Rural,742127
0,0,India,India,2011,60+,Other,Muslim,Literate,Rural,2509853
0,0,India,India,2011,60+,Other,Muslim,Illiterate,Rural,704073
0,0,India,India,2011,60+,Other,Parsi,Literate,Rural,2786172
0,0,India,India,2011,60+,Other,Parsi,Illiterate,Rural,711204
0,0,India,India,2011,60+,Other,Sikh,Literate,Rural,2793519
0,0,India,India,2011,60+,Other,Sikh,Illiterate,Rural,816281
0,0,India,India,2011,0-14,Female,Buddhist,Literate,Urban,1459914
0,0,India,India,2011,0-14,Female,Buddhist,Illiterate,Urban,614879
0,0,India,India,2011,0-14,Female,Christian,Literate,Urban,1701641
0,0,India,India,2011,0-14,Female,Christian,Illiterate,Urban,557350
0,0,India,India,2011,0-14,Female,Hindu,Literate,Urban,1591928
0,0,India,India,2011,0-14,Female,Hindu,Illiterate,Urban,566728
0,0,India,India,2011,0-14,Female,Jain,Literate,Urban,1438501
0,0,India,India,2011,0-14,Female,Jain,Illiterate,Urban,469335
0,0,India,India,2011,0-14,Female,Muslim,Literate,Urban,1683434
0,0,India,India,2011,0-14,Female,Muslim,Illiterate,Urban,732545
0,0,India,India,2011,0-14,Female,Parsi,Literate,Urban,1632926
0,0,India,India,2011,0-14,Female,Parsi,Illiterate,Urban,605959
0,0,India,India,2011,0-14,Female,Sikh,Literate,Urban,1672858
0,0,India,India,2011,0-14,Female,Sikh,Illiterate,Urban,490370
0,0,India,India,2011,0-14,Male,Buddhist,Literate,Urban,1894516
0,0,India,India,2011,0-14,Male,Buddhist,Illiterate,Urban,495236
0,0,India,India,2011,0-14,Male,Christian,Literate,Urban,1367675
0,0,India,India,2011,0-14,Male,Christian,Illiterate,Urban,607166
0,0,India,India,2011,0-14,Male,Hindu,Literate,Urban,1823024
0,0,India,India,2011,0-14,Male,Hindu,Illiterate,Urban,476980
0,0,India,India,2011,0-14,Male,Jain,Literate,Urban,1591680
0,0,India,India,2011,0-14,Male,Jain,Illiterate,Urban,460284
0,0,India,India,2011,0-14,Male,Muslim,Literate,Urban,1618892
0,0,India,India,2011,0-14,Male,Muslim,Illiterate,Urban,630518
0,0,India,India,2011,0-14,Male,Parsi,Literate,Urban,1603895
0,0,India,India,2011,0-14,Male,Parsi,Illiterate,Urban,631766
0,0,India,India,2011,0-14,Male,Sikh,Literate,Urban,1322096
0,0,India,India,2011,0-14,Male,Sikh,Illiterate,Urban,527460
0,0,India,India,2011,0-14,Other,Buddhist,Literate,Urban,1494851
0,0,India,India,2011,0-14,Other,Buddhist,Illiterate,Urban,638010
0,0,India,India,2011,0-14,Other,Christian,Literate,Urban,1777348
0,0,India,India,2011,0-14,Other,Christian,Illiterate,Urban,484664
0,0,India,India,2011,0-14,Other,Hindu,Literate,Urban,1752150
0,0,India,India,2011,0-14,Other,Hindu,Illiterate,Urban,498795
0,0,India,India,2011,0-14,Other,Jain,Literate,Urban,1527017
0,0,India,India,2011,0-14,Other,Jain,Illiterate,Urban,460255
0,0,India,India,2011,0-14,Other,Muslim,Literate,Urban,1889663
0,0,India,India,2011,0-14,Other,Muslim,Illiterate,Urban,527911
0,0,India,India,2011,0-14,Other,Parsi,Literate,Urban,1631940
0,0,India,India,2011,0-14,Other,Parsi,Illiterate,Urban,535041
0,0,India,India,2011,0-14,Other,Sikh,Literate,Urban,1448386
0,0,India,India,2011,0-14,Other,Sikh,Illiterate,Urban,559614
0,0,India,India,2011,15-24,Female,Buddhist,Literate,Urban,1484556
0,0,India,India,2011,15-24,Female,Buddhist,Illiterate,Urban,613579
0,0,India,India,2011,15-24,Female,Christian,Literate,Urban,1800358
0,0,India,India,2011,15-24,Female,Christian,Illiterate,Urban,468939
0,0,India,India,2011,15-24,Female,Hindu,Literate,Urban,1515393
0,0,India,India,2011,15-24,Female,Hindu,Illiterate,Urban,604017
0,0,India,India,2011,15-24,Female,Jain,Literate,Urban,1591629
0,0,India,India,2011,15-24,Female,Jain,Illiterate,Urban,591061
0,0,India,India,2011,15-24,Female,Muslim,Literate,Urban,1508446
0,0,India,India,2011,15-24,Female,Muslim,Illiterate,Urban,585107
0,0,India,India,2011,15-24,Female,Parsi,Literate,Urban,1921976
0,0,India,India,2011,15-24,Female,Parsi,Illiterate,Urban,498895
0,0,India,India,2011,15-24,Female,Sikh,Literate,Urban,1595623
0,0,India,India,2011,15-24,Female,Sikh,Illiterate,Urban,659001
0,0,India,India,2011,15-24,Male,Buddhist,Literate,Urban,1512587
0,0,India,India,2011,15-24,Male,Buddhist,Illiterate,Urban,647214
0,0,India,India,2011,15-24,Male,Christian,Literate,Urban,1378784
0,0,India,India,2011,15-24,Male,Christian,Illiterate,Urban,487193
0,0,India,India,2011,15-24,Male,Hindu,Literate,Urban,1709195
0,0,India,India,2011,15-24,Male,Hindu,Illiterate,Urban,458266
0,0,India,India,2011,15-24,Male,Jain,Literate,Urban,1650204
0,0,India,India,2011,15-24,Male,Jain,Illiterate,Urban,449079
0,0,India,India,2011,15-24,Male,Muslim,Literate,Urban,1272062
0,0,India,India,2011,15-24,Male,Muslim,Illiterate,Urban,536414
0,0,India,India,2011,15-24,Male,Parsi,Literate,Urban,1668585
0,0,India,India,2011,15-24,Male,Parsi,Illiterate,Urban,578892
0,0,India,India,2011,15-24,Male,Sikh,Literate,Urban,1666745
0,0,India,India,2011,15-24,Male,Sikh,Illiterate,Urban,710965
0,0,India,India,2011,15-24,Other,Buddhist,Literate,Urban,1599373
0,0,India,India,2011,15-24,Other,Buddhist,Illiterate,Urban,430429
0,0,India,India,2011,15-24,Other,Christian,Literate,Urban,1657173
0,0,India,India,2011,15-24,Other,Christian,Illiterate,Urban,627374
0,0,India,India,2011,15-24,Other,Hindu,Literate,Urban,1476266
0,0,India,India,2011,15-24,Other,Hindu,Illiterate,Urban,455146
0,0,India,India,2011,15-24,Other,Jain,Literate,Urban,1552454
0,0,India,India,2011,15-24,Other,Jain,Illiterate,Urban,541469
0,0,India,India,2011,15-24,Other,Muslim,Literate,Urban,1530162
0,0,India,India,2011,15-24,Other,Muslim,Illiterate,Urban,493375
0,0,India,India,2011,15-24,Other,Parsi,Literate,Urban,1626489
0,0,India,India,2011,15-24,Other,Parsi,Illiterate,Urban,426953
0,0,India,India,2011,15-24,Other,Sikh,Literate,Urban,1458973
0,0,India,India,2011,15-24,Other,Sikh,Illiterate,Urban,609733
0,0,India,India,2011,25-44,Female,Buddhist,Literate,Urban,1775546
0,0,India,India,2011,25-44,Female,Buddhist,Illiterate,Urban,689312
0,0,India,India,2011,25-44,Female,Christian,Literate,Urban,1790155
0,0,India,India,2011,25-44,Female,Christian,Illiterate,Urban,567993
0,0,India,India,2011,25-44,Female,Hindu,Literate,Urban,1536084
0,0,India,India,2011,25-44,Female,Hindu,Illiterate,Urban,568855
0,0,India,India,2011,25-44,Female,Jain,Literate,Urban,1357847
0,0,India,India,2011,25-44,Female,Jain,Illiterate,Urban,552898
0,0,India,India,2011,25-44,Female,Muslim,Literate,Urban,1441256
0,0,India,India,2011,25-44,Female,Muslim,Illiterate,Urban,394570
0,0,India,India,2011,25-44,Female,Parsi,Literate,Urban,1570270
0,0,India,India,2011,25-44,Female,Parsi,Illiterate,Urban,586058
0,0,India,India,2011,25-44,Female,Sikh,Literate,Urban,1556429
0,0,India,India,2011,25-44,Female,Sikh,Illiterate,Urban,526130
0,0,India,India,2011,25-44,Male,Buddhist,Literate,Urban,1603134
0,0,India,India,2011,25-44,Male,Buddhist,Illiterate,Urban,685090
0,0,India,India,2011,25-44,Male,Christian,Literate,Urban,1230408
0,0,India,India,2011,25-44,Male,Christian,Illiterate,Urban,576218
0,0,India,India,2011,25-44,Male,Hindu,Literate,Urban,1577978
0,0,India,India,2011,25-44,Male,Hindu,Illiterate,Urban,586439
0,0,India,India,2011,25-44,Male,Jain,Literate,Urban,1606026
0,0,India,India,2011,25-44,Male,Jain,Illiterate,Urban,713427
0,0,India,India,2011,25-44,Male,Muslim,Literate,Urban,1480949
0,0,India,India,2011,25-44,Male,Muslim,Illiterate,Urban,512239
0,0,India,India,2011,25-44,Male,Parsi,Literate,Urban,1752585
0,0,India,India,2011,25-44,Male,Parsi,Illiterate,Urban,631291
0,0,India,India,2011,25-44,Male,Sikh,Literate,Urban,1506905
0,0,India,India,2011,25-44,Male,Sikh,Illiterate,Urban,559096
0,0,India,India,2011,25-44,Other,Buddhist,Literate,Urban,1530107
0,0,India,India,2011,25-44,Other,Buddhist,Illiterate,Urban,454578
0,0,India,India,2011,25-44,Other,Christian,Literate,Urban,1635003
0,0,India,India,2011,25-44,Other,Christian,Illiterate,Urban,761892
0,0,India,India,2011,25-44,Other,Hindu,Literate,Urban,1429137
0,0,India,India,2011,25-44,Other,Hindu,Illiterate,Urban,467418
0,0,India,India,2011,25-44,Other,Jain,Literate,Urban,1992068
0,0,India,India,2011,25-44,Other,Jain,Illiterate,Urban,635516
0,0,India,India,2011,25-44,Other,Muslim,Literate,Urban,1676845
0,0,India,India,2011,25-44,Other,Muslim,Illiterate,Urban,510398
0,0,India,India,2011,25-44,Other,Parsi,Literate,Urban,1843512
0,0,India,India,2011,25-44,Other,Parsi,Illiterate,Urban,618344
0,0,India,India,2011,25-44,Other,Sikh,Literate,Urban,1794040
0,0,India,India,2011,25-44,Other,Sikh,Illiterate,Urban,449568
0,0,India,India,2011,45-59,Female,Buddhist,Literate,Urban,1722809
0,0,India,India,2011,45-59,Female,Buddhist,Illiterate,Urban,564492
0,0,India,India,2011,45-59,Female,Christian,Literate,Urban,1666904
0,0,India,India,2011,45-59,Female,Christian,Illiterate,Urban,584807
0,0,India,India,2011,45-59,Female,Hindu,Literate,Urban,1636331
0,0,India,India,2011,45-59,Female,Hindu,Illiterate,Urban,628617
0,0,India,India,2011,45-59,Female,Jain,Literate,Urban,1498401
0,0,India,India,2011,45-59,Female,Jain,Illiterate,Urban,650747
0,0,India,India,2011,45-59,Female,Muslim,Literate,Urban,1691654
0,0,India,India,2011,45-59,Female,Muslim,Illiterate,Urban,500733
0,0,India,India,2011,45-59,Female,Parsi,Literate,Urban,1870847
0,0,India,India,2011,45-59,Female,Parsi,Illiterate,Urban,515472
0,0,India,India,2011,45-59,Female,Sikh,Literate,Urban,1606701
0,0,India,India,2011,45-59,Female,Sikh,Illiterate,Urban,576264
0,0,India,India,2011,45-59,Male,Buddhist,Literate,Urban,1640482
0,0,India,India,2011,45-59,Male,Buddhist,Illiterate,Urban,428091
0,0,India,India,2011,45-59,Male,Christian,Literate,Urban,1539311
0,0,India,India,2011,45-59,Male,Christian,Illiterate,Urban,477332
0,0,India,India,2011,45-59,Male,Hindu,Literate,Urban,1705768
0,0,India,India,2011,45-59,Male,Hindu,Illiterate,Urban,519508
0,0,India,India,2011,45-59,Male,Jain,Literate,Urban,1542396
0,0,India,India,2011,45-59,Male,Jain,Illiterate,Urban,507523
0,0,India,India,2011,45-59,Male,Muslim,Literate,Urban,1568201
0,0,India,India,2011,45-59,Male,Muslim,Illiterate,Urban,429172
0,0,India,India,2011,45-59,Male,Parsi,Literate,Urban,1561798
0,0,India,India,2011,45-59,Male,Parsi,Illiterate,Urban,425792
0,0,India,India,2011,45-59,Male,Sikh,Literate,Urban,1644129
0,0,India,India,2011,45-59,Male,Sikh,Illiterate,Urban,437946
0,0,India,India,2011,45-59,Other,Buddhist,Literate,Urban,1588243
0,0,India,India,2011,45-59,Other,Buddhist,Illiterate,Urban,730560
0,0,India,India,2011,45-59,Other,Christian,Literate,Urban,1667974
0,0,India,India,2011,45-59,Other,Christian,Illiterate,Urban,481219
0,0,India,India,2011,45-59,Other,Hindu,Literate,Urban,1831779
0,0,India,India,2011,45-59,Other,Hindu,Illiterate,Urban,460974
0,0,India,India,2011,45-59,Other,Jain,Literate,Urban,1402584
0,0,India,India,2011,45-59,Other,Jain,Illiterate,Urban,615035
0,0,India,India,2011,45-59,Other,Muslim,Literate,Urban,1476838
0,0,India,India,2011,45-59,Other,Muslim,Illiterate,Urban,641516
0,0,India,India,2011,45-59,Other,Parsi,Literate,Urban,1460652
0,0,India,India,2011,45-59,Other,Parsi,Illiterate,Urban,662329
0,0,India,India,2011,45-59,Other,Sikh,Literate,Urban,1620095
0,0,India,India,2011,45-59,Other,Sikh,Illiterate,Urban,627343
0,0,India,India,2011,60+,Female,Buddhist,Literate,Urban,1910970
0,0,India,India,2011,60+,Female,Buddhist,Illiterate,Urban,553024
0,0,India,India,2011,60+,Female,Christian,Literate,Urban,1632087
0,0,India,India,2011,60+,Female,Christian,Illiterate,Urban,549912
0,0,India,India,2011,60+,Female,Hindu,Literate,Urban,1672102
0,0,India,India,2011,60+,Female,Hindu,Illiterate,Urban,502450
0,0,India,India,2011,60+,Female,Jain,Literate,Urban,1551952
0,0,India,India,2011,60+,Female,Jain,Illiterate,Urban,631227
0,0,India,India,2011,60+,Female,Muslim,Literate,Urban,1432350
0,0,India,India,2011,60+,Female,Muslim,Illiterate,Urban,469466
0,0,India,India,2011,60+,Female,Parsi,Literate,Urban,1738515
0,0,India,India,2011,60+,Female,Parsi,Illiterate,Urban,454551
0,0,India,India,2011,60+,Female,Sikh,Literate,Urban,1449736
0,0,India,India,2011,60+,Female,Sikh,Illiterate,Urban,436076
