product_id,product_name,category,unit_price
570,Product_570,Fitness,182.19
571,Product_571,Fitness,51.72
572,Product_572,Fitness,68.16
573,Product_573,Electronics,101.34
574,Product_574,Electronics,406.49
575,Product_575,Accessories,393.23
576,Product_576,Electronics,254.02
577,Product_577,Electronics,36.64
578,Product_578,Toys,369.67
579,Product_579,Toys,103.74
580,Product_580,Home,477.69
581,Product_581,Home,45.79
582,Product_582,Accessories,461.76
583,Product_583,Accessories,192.21
584,Product_584,Fitness,54.05
585,Product_585,Accessories,228.6
586,Product_586,Fitness,20.17
587,Product_587,Fitness,382.96
588,Product_588,Electronics,408.14
589,Product_589,Home,206.63
590,Product_590,Accessories,124.29
591,Product_591,Accessories,117.92
592,Product_592,Home,184.61
593,Product_593,Home,301.33
594,Product_594,Toys,372.99
595,Product_595,Toys,191.79
596,Product_596,Fitness,357.01
597,Product_597,Fitness,117.01
598,Product_598,Fitness,278.08
599,Product_599,Fitness,118.94
600,Product_600,Toys,54.08
601,Product_601,Accessories,249.21
602,Product_602,Toys,216.79
603,Product_603,Electronics,419.82
604,Product_604,Home,167.24
605,Product_605,Toys,224.34
606,Product_606,Accessories,30.58
607,Product_607,Fitness,434.62
608,Product_608,Home,478.09
609,Product_609,Home,445.07
610,Product_610,Toys,205.8
611,Product_611,Electronics,282.94
612,Product_612,Fitness,455.33
613,Product_613,Toys,105.07
614,Product_614,Fitness,318.8
615,Product_615,Accessories,170.23
616,Product_616,Fitness,238.25
617,Product_617,Toys,231.96
618,Product_618,Accessories,414.09
619,Product_619,Accessories,445.83
620,Product_620,Home,404.95
621,Product_621,Home,89.32
622,Product_622,Toys,496.35
623,Product_623,Fitness,206.35
624,Product_624,Home,119.92
625,Product_625,Home,304.44
626,Product_626,Home,419.1
627,Product_627,Fitness,251.5
628,Product_628,Toys,161.06
629,Product_629,Home,313.69
630,Product_630,Home,146.56
631,Product_631,Accessories,381.08
632,Product_632,Fitness,329.02
633,Product_633,Accessories,466.5
634,Product_634,Electronics,417.41
635,Product_635,Accessories,241.37
636,Product_636,Home,384.52
637,Product_637,Home,43.03
638,Product_638,Toys,159.68
639,Product_639,Toys,152.29
640,Product_640,Toys,256.04
641,Product_641,Accessories,494.12
642,Product_642,Home,494.53
643,Product_643,Fitness,276.31
644,Product_644,Electronics,115.38
645,Product_645,Accessories,22.41
646,Product_646,Toys,261.01
647,Product_647,Electronics,362.82
648,Product_648,Fitness,408.5
649,Product_649,Home,199.71
650,Product_650,Home,308.0
651,Product_651,Fitness,370.15
652,Product_652,Fitness,341.73
653,Product_653,Home,199.01
654,Product_654,Accessories,136.15
655,Product_655,Toys,480.15
656,Product_656,Home,52.97
657,Product_657,Toys,159.15
658,Product_658,Accessories,268.02
659,Product_659,Toys,311.49
660,Product_660,Fitness,52.69
661,Product_661,Accessories,193.7
662,Product_662,Home,198.22
663,Product_663,Fitness,147.2
664,Product_664,Accessories,389.67
665,Product_665,Electronics,22.29
666,Product_666,Toys,213.94
667,Product_667,Electronics,55.82
668,Product_668,Accessories,207.57
669,Product_669,Electronics,355.89
670,Product_670,Home,482.27
671,Product_671,Fitness,196.64
672,Product_672,Home,17.54
673,Product_673,Electronics,36.85
674,Product_674,Toys,153.06
675,Product_675,Home,110.41
676,Product_676,Accessories,467.58
677,Product_677,Accessories,338.15
678,Product_678,Toys,196.61
679,Product_679,Fitness,236.6
680,Product_680,Home,321.36
681,Product_681,Electronics,262.02
682,Product_682,Fitness,213.81
683,Product_683,Fitness,123.72
684,Product_684,Electronics,406.71
685,Product_685,Electronics,341.71
686,Product_686,Electronics,451.66
687,Product_687,Toys,62.9
688,Product_688,Electronics,19.7
689,Product_689,Toys,461.66
690,Product_690,Toys,76.37
691,Product_691,Accessories,460.37
692,Product_692,Accessories,208.51
693,Product_693,Home,32.25
694,Product_694,Home,66.85
695,Product_695,Toys,365.27
696,Product_696,Toys,493.87
697,Product_697,Toys,14.16
698,Product_698,Toys,43.96
699,Product_699,Fitness,86.98
700,Product_700,Toys,49.28
701,Product_701,Accessories,478.48
702,Product_702,Fitness,87.81
703,Product_703,Electronics,226.45
704,Product_704,Fitness,335.25
705,Product_705,Toys,222.35
706,Product_706,Home,158.71
707,Product_707,Toys,68.92
708,Product_708,Fitness,363.14
709,Product_709,Home,77.54
710,Product_710,Home,148.04
711,Product_711,Fitness,376.67
712,Product_712,Fitness,303.29
713,Product_713,Accessories,433.19
714,Product_714,Accessories,85.38
715,Product_715,Toys,143.61
716,Product_716,Fitness,22.87
717,Product_717,Electronics,319.69
718,Product_718,Toys,88.91
719,Product_719,Accessories,358.71
720,Product_720,Toys,471.85
721,Product_721,Toys,36.46
722,Product_722,Toys,68.0
723,Product_723,Home,151.77
724,Product_724,Accessories,284.66
725,Product_725,Fitness,308.47
726,Product_726,Fitness,106.53
727,Product_727,Electronics,407.17
728,Product_728,Home,458.15
729,Product_729,Accessories,181.7
730,Product_730,Accessories,125.42
731,Product_731,Fitness,151.62
732,Product_732,Toys,43.73
733,Product_733,Toys,46.29
734,Product_734,Fitness,443.3
735,Product_735,Electronics,6.71
736,Product_736,Toys,344.41
737,Product_737,Toys,478.42
738,Product_738,Fitness,334.14
739,Product_739,Toys,307.94
740,Product_740,Accessories,186.54
741,Product_741,Electronics,424.92
742,Product_742,Electronics,25.18
743,Product_743,Electronics,475.05
744,Product_744,Electronics,342.13
745,Product_745,Toys,396.81
746,Product_746,Home,239.25
747,Product_747,Toys,303.53
748,Product_748,Accessories,439.74
749,Product_749,Toys,438.05
750,Product_750,Fitness,105.25
751,Product_751,Fitness,129.74
752,Product_752,Toys,322.07
753,Product_753,Accessories,319.82
754,Product_754,Electronics,158.91
755,Product_755,Fitness,389.61
756,Product_756,Fitness,362.96
757,Product_757,Fitness,387.67
758,Product_758,Fitness,64.98
759,Product_759,Electronics,114.32
760,Product_760,Home,354.04
761,Product_761,Toys,156.28
762,Product_762,Electronics,384.07
763,Product_763,Fitness,23.83
764,Product_764,Electronics,388.84
765,Product_765,Fitness,180.38
766,Product_766,Home,413.89
767,Product_767,Accessories,408.15
768,Product_768,Toys,415.12
769,Product_769,Toys,285.57
770,Product_770,Electronics,227.87
771,Product_771,Fitness,204.04
772,Product_772,Fitness,471.84
773,Product_773,Home,44.62
774,Product_774,Toys,430.12
775,Product_775,Toys,68.22
776,Product_776,Electronics,60.35
777,Product_777,Home,73.78
778,Product_778,Toys,392.58
779,Product_779,Electronics,81.88
780,Product_780,Fitness,16.2
781,Product_781,Accessories,105.85
782,Product_782,Electronics,123.39
783,Product_783,Electronics,83.42
784,Product_784,Home,336.91
785,Product_785,Electronics,91.05
786,Product_786,Electronics,370.86
787,Product_787,Electronics,58.57
788,Product_788,Electronics,345.65
789,Product_789,Home,235.49
790,Product_790,Toys,201.47
791,Product_791,Electronics,161.62
792,Product_792,Toys,242.57
793,Product_793,Toys,348.48
794,Product_794,Toys,481.59
795,Product_795,Toys,335.23
796,Product_796,Fitness,191.2
797,Product_797,Toys,210.06
798,Product_798,Electronics,434.53
799,Product_799,Accessories,8.75
800,Product_800,Toys,225.31
801,Product_801,Fitness,396.41
802,Product_802,Accessories,13.41
803,Product_803,Fitness,189.36
804,Product_804,Accessories,110.64
805,Product_805,Home,51.55
806,Product_806,Electronics,140.68
807,Product_807,Electronics,457.98
808,Product_808,Electronics,203.84
809,Product_809,Toys,86.1
810,Product_810,Accessories,220.38
811,Product_811,Home,95.9
812,Product_812,Electronics,470.67
813,Product_813,Electronics,248.71
814,Product_814,Electronics,174.68
815,Product_815,Fitness,11.88
816,Product_816,Accessories,350.23
817,Product_817,Toys,35.13
818,Product_818,Toys,203.3
819,Product_819,Toys,276.2
820,Product_820,Electronics,376.02
821,Product_821,Fitness,101.58
822,Product_822,Fitness,102.78
823,Product_823,Toys,226.89
824,Product_824,Fitness,287.0
825,Product_825,Toys,145.23
826,Product_826,Electronics,137.6
827,Product_827,Toys,84.7
828,Product_828,Fitness,342.97
829,Product_829,Accessories,440.05
830,Product_830,Accessories,473.59
831,Product_831,Electronics,71.16
832,Product_832,Accessories,122.11
833,Product_833,Electronics,47.92
834,Product_834,Accessories,393.39
835,Product_835,Toys,472.58
836,Product_836,Accessories,342.69
837,Product_837,Home,366.04
838,Product_838,Accessories,121.95
839,Product_839,Electronics,65.69
840,Product_840,Home,418.44
841,Product_841,Toys,250.73
842,Product_842,Accessories,218.98
843,Product_843,Accessories,239.38
844,Product_844,Home,99.34
845,Product_845,Toys,252.99
846,Product_846,Home,462.72
847,Product_847,Home,26.42
848,Product_848,Home,370.37
849,Product_849,Electronics,125.67
850,Product_850,Toys,405.47
851,Product_851,Home,484.2
852,Product_852,Toys,371.73
853,Product_853,Home,357.06
854,Product_854,Toys,290.85
855,Product_855,Accessories,398.47
856,Product_856,Home,383.7
857,Product_857,Fitness,19.17
858,Product_858,Accessories,267.17
859,Product_859,Home,434.25
860,Product_860,Electronics,270.48
861,Product_861,Electronics,61.4
862,Product_862,Electronics,386.0
863,Product_863,Home,73.02
864,Product_864,Electronics,184.48
865,Product_865,Fitness,412.53
866,Product_866,Accessories,205.26
867,Product_867,Toys,249.17
868,Product_868,Fitness,448.94
869,Product_869,Electronics,123.24
870,Product_870,Home,112.23
871,Product_871,Accessories,486.48
872,Product_872,Toys,331.53
873,Product_873,Toys,262.55
874,Product_874,Toys,339.61
875,Product_875,Home,358.73
876,Product_876,Fitness,476.53
877,Product_877,Fitness,62.53
878,Product_878,Fitness,477.79
879,Product_879,Home,92.76
880,Product_880,Fitness,485.01
881,Product_881,Electronics,394.16
882,Product_882,Toys,153.96
883,Product_883,Home,319.3
884,Product_884,Accessories,301.71
885,Product_885,Toys,347.31
886,Product_886,Home,108.45
887,Product_887,Accessories,32.99
888,Product_888,Accessories,27.21
889,Product_889,Toys,312.01
890,Product_890,Home,205.84
891,Product_891,Home,188.91
892,Product_892,Home,105.09
893,Product_893,Fitness,242.48
894,Product_894,Fitness,479.3
895,Product_895,Toys,305.49
896,Product_896,Fitness,160.15
897,Product_897,Electronics,320.13
898,Product_898,Home,168.57
899,Product_899,Electronics,188.19
900,Product_900,Fitness,306.76
901,Product_901,Toys,499.26
902,Product_902,Home,469.85
903,Product_903,Toys,314.52
904,Product_904,Accessories,130.63
905,Product_905,Electronics,236.69
906,Product_906,Electronics,175.54
907,Product_907,Home,93.33
908,Product_908,Accessories,347.88
909,Product_909,Home,55.92
910,Product_910,Fitness,135.33
911,Product_911,Fitness,184.84
912,Product_912,Accessories,179.94
913,Product_913,Home,13.89
914,Product_914,Accessories,159.48
915,Product_915,Accessories,425.09
916,Product_916,Electronics,338.57
917,Product_917,Accessories,105.4
918,Product_918,Accessories,64.3
919,Product_919,Electronics,108.62
920,Product_920,Accessories,370.84
921,Product_921,Electronics,112.16
922,Product_922,Fitness,126.22
923,Product_923,Accessories,433.92
924,Product_924,Fitness,138.16
925,Product_925,Fitness,486.12
926,Product_926,Accessories,56.16
927,Product_927,Toys,189.07
928,Product_928,Toys,321.17
929,Product_929,Accessories,468.27
930,Product_930,Accessories,168.01
931,Product_931,Accessories,235.41
932,Product_932,Fitness,315.83
933,Product_933,Fitness,341.36
934,Product_934,Accessories,328.03
935,Product_935,Home,446.72
936,Product_936,Accessories,368.23
937,Product_937,Fitness,94.88
938,Product_938,Toys,201.26
939,Product_939,Fitness,362.33
940,Product_940,Fitness,313.44
941,Product_941,Fitness,278.02
942,Product_942,Home,221.32
943,Product_943,Home,467.54
944,Product_944,Toys,127.28
945,Product_945,Electronics,98.47
946,Product_946,Toys,418.1
947,Product_947,Electronics,204.15
948,Product_948,Home,298.21
949,Product_949,Toys,65.24
950,Product_950,Home,182.49
951,Product_951,Accessories,318.73
952,Product_952,Home,350.62
953,Product_953,Electronics,191.64
954,Product_954,Toys,57.21
955,Product_955,Toys,486.01
956,Product_956,Electronics,76.59
957,Product_957,Accessories,199.78
958,Product_958,Home,497.16
959,Product_959,Electronics,11.73
960,Product_960,Accessories,402.95
961,Product_961,Toys,40.28
962,Product_962,Electronics,352.52
963,Product_963,Electronics,42.59
964,Product_964,Home,387.85
965,Product_965,Accessories,160.18
966,Product_966,Fitness,341.54
967,Product_967,Toys,150.75
968,Product_968,Toys,411.28
969,Product_969,Electronics,198.98
970,Product_970,Toys,465.47
971,Product_971,Fitness,315.08
972,Product_972,Accessories,170.02
973,Product_973,Electronics,166.24
974,Product_974,Electronics,379.61
975,Product_975,Fitness,15.08
976,Product_976,Fitness,189.4
977,Product_977,Fitness,206.94
978,Product_978,Accessories,35.55
979,Product_979,Home,447.69
980,Product_980,Accessories,295.84
981,Product_981,Fitness,162.96
982,Product_982,Home,54.55
983,Product_983,Home,450.18
984,Product_984,Fitness,202.26
985,Product_985,Electronics,445.33
986,Product_986,Home,121.47
987,Product_987,Accessories,462.23
988,Product_988,Electronics,205.1
989,Product_989,Toys,193.04
990,Product_990,Fitness,195.43
991,Product_991,Electronics,12.25
992,Product_992,Accessories,107.1
993,Product_993,Toys,192.2
994,Product_994,Fitness,7.58
995,Product_995,Fitness,140.9
996,Product_996,Home,332.17
997,Product_997,Electronics,475.51
998,Product_998,Home,490.31
999,Product_999,Fitness,477.41
